2x2 0.006712 0.002616 0.0027814 0.000921877
4x4 0.082114 0.055748 0.0566196 0.00840335
8x8 0.490719 0.202442 0.234038 0.100754
16x16 2.03496 1.63936 1.59788 0.124034
32x32 13.9781 13.217 12.6686 0.687742
64x64 124.285 106.243 102.176 6.67285
128x128 872.811 852.745 815.446 43.3543
256x256 7022.43 6942.59 6609.2 348.249
512x512 56349.3 56229 53467.2 2814.29
